"cellID"	"sp"	"n"	"dbh"	"Area"	"XCenter"	"YCenter"	"Dg"	"BA"	"Gini"	"NHA"	"Compo"	"Cluster"	"Ncells"
"112"	1254992	"Fagus sylvatica"	1	40.7258935270242	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"113"	1254992	"Fagus sylvatica"	3	26.451869755692	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"114"	1254992	"Fagus sylvatica"	1	50.3982932396925	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"115"	1254992	"Fagus sylvatica"	1	47.3438512251656	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"116"	1254992	"Fagus sylvatica"	3	29.5362504830365	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"117"	1254992	"Fagus sylvatica"	1	43.780335541551	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"118"	1254992	"Fagus sylvatica"	1	48.3619985633413	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"119"	1254992	"Fagus sylvatica"	1	45.3075565488144	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"120"	1254992	"Fagus sylvatica"	1	54.4639502496888	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"121"	1254992	"Fagus sylvatica"	3	21.1626926878896	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"122"	1254992	"Fagus sylvatica"	3	26.0110052597638	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"123"	1254992	"Fagus sylvatica"	3	21.6023603004818	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"124"	1254992	"Fagus sylvatica"	1	49.7796603718246	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"125"	1254992	"Fagus sylvatica"	1	39.3961729323029	1	951217.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"126"	1254993	"Abies alba"	3	18.4450517483887	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"127"	1254993	"Abies alba"	1	48.1350108190179	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"128"	1254993	"Abies alba"	1	38.9239902301935	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"129"	1254993	"Abies alba"	1	51.0087074518121	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"130"	1254993	"Abies alba"	1	47.2436217297768	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"131"	1254993	"Abies alba"	3	12.8686407546898	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"132"	1254993	"Abies alba"	1	44.2723247656399	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"133"	1254993	"Abies alba"	1	36.5469526588839	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"134"	1254993	"Abies alba"	1	42.4895465871578	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"135"	1254993	"Acer pseudoplatanus"	1	71.1727992345631	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"136"	1254993	"Fagus sylvatica"	1	47.6857754871573	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"137"	1254993	"Fagus sylvatica"	2	49.4893894152002	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"138"	1254993	"Fagus sylvatica"	2	44.875971757851	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"139"	1254993	"Fagus sylvatica"	2	44.4565701526375	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"140"	1254993	"Fagus sylvatica"	1	47.6857754871573	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"141"	1254993	"Picea abies"	1	50.5120483903274	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"142"	1254993	"Picea abies"	1	39.2211199266072	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
"143"	1254993	"Sorbus aria"	2	42.7789637317832	1	951242.5	6519812.5	27.8285688122433	44.1578831035255	0.568999463362988	726	"BiAbies albaFagus sylvatica"	1	360
